fighter_name,opponent_name,result,method_raw,method_group,event_name,event_date,round,fight_time,profile_url
Rodrigo Gripp de Sousa,Thiago Silva,L,KO/TKO,ko,Shooto Brazil 9,"Dec. 03, 2005",2,1:14,http://ufcstats.com/fighter-details/dde70a112e053a6c
Maxim Grishin,Philipe Lins,L,U-DEC,other,UFC Fight Night: Kara-France vs. Albazi,"Jun. 03, 2023",3,5:00,http://ufcstats.com/fighter-details/950d0ef5c17157c5
Maxim Grishin,William Knight,W,U-DEC,other,UFC 271: Adesanya vs. Whittaker 2,"Feb. 12, 2022",3,5:00,http://ufcstats.com/fighter-details/950d0ef5c17157c5
Maxim Grishin,Dustin Jacoby,L,U-DEC,other,UFC Fight Night: Rozenstruik vs. Gane,"Feb. 27, 2021",3,5:00,http://ufcstats.com/fighter-details/950d0ef5c17157c5
Maxim Grishin,Marcin Tybura,L,U-DEC,other,UFC 251: Usman vs. Masvidal,"Jul. 11, 2020",3,5:00,http://ufcstats.com/fighter-details/950d0ef5c17157c5
Josh Grispi,Andy Ogle,L,U-DEC,other,UFC on FUEL TV: Barao vs McDonald,"Feb. 16, 2013",3,5:00,http://ufcstats.com/fighter-details/60ba33c3f555a7a3
Josh Grispi,Rani Yahya,L,SUB North-South Choke,other,UFC on FOX: Shogun vs Vera,"Aug. 04, 2012",1,3:15,http://ufcstats.com/fighter-details/60ba33c3f555a7a3
Josh Grispi,George Roop,L,KO/TKO Punch,ko,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,"Jun. 04, 2011",3,3:14,http://ufcstats.com/fighter-details/60ba33c3f555a7a3
Josh Grispi,Dustin Poirier,L,U-DEC,other,UFC 125: Resolution,"Jan. 01, 2011",3,5:00,http://ufcstats.com/fighter-details/60ba33c3f555a7a3
Josh Grispi,Jens Pulver,W,SUB Guillotine Choke,other,WEC 41: Brown vs. Faber 2,"Jun. 07, 2009",1,0:33,http://ufcstats.com/fighter-details/60ba33c3f555a7a3
Josh Grispi,Micah Miller,W,KO/TKO Punch,ko,WEC 35: Condit vs. Miura,"Aug. 03, 2008",1,0:50,http://ufcstats.com/fighter-details/60ba33c3f555a7a3
Josh Grispi,Mark Hominick,W,SUB Rear Naked Choke,other,WEC 32: Condit vs. Prater,"Feb. 13, 2008",1,2:55,http://ufcstats.com/fighter-details/60ba33c3f555a7a3
Garrett Gross,Roosevelt Roberts,L,SUB Rear Naked Choke,other,DWCS 2.7,"Jul. 31, 2018",2,2:13,http://ufcstats.com/fighter-details/6741218640534d8b
Kendall Grove,Demian Maia,L,U-DEC,other,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"Dec. 04, 2010",3,5:00,http://ufcstats.com/fighter-details/234f3767ff0e5701
Kendall Grove,Goran Reljic,W,S-DEC,other,UFC 116: Lesnar vs Carwin,"Jul. 03, 2010",3,5:00,http://ufcstats.com/fighter-details/234f3767ff0e5701
Kendall Grove,Mark Munoz,L,KO/TKO Punches,ko,UFC 112: Invincible,"Apr. 10, 2010",2,2:50,http://ufcstats.com/fighter-details/234f3767ff0e5701
Kendall Grove,Jake Rosholt,W,SUB Triangle Choke,other,UFC 106: Ortiz vs Griffin 2,"Nov. 21, 2009",1,3:59,http://ufcstats.com/fighter-details/234f3767ff0e5701
Kendall Grove,Evan Tanner,W,S-DEC,other,The Ultimate Fighter: Team Rampage vs Team Forrest Finale,"Jun. 21, 2008",3,5:00,http://ufcstats.com/fighter-details/234f3767ff0e5701
Kendall Grove,Jorge Rivera,L,KO/TKO Punches,ko,UFC 80: Rapid Fire,"Jan. 19, 2008",1,1:20,http://ufcstats.com/fighter-details/234f3767ff0e5701
Kendall Grove,Chris Price,W,KO/TKO Elbows,ko,Ortiz vs Shamrock 3: The Final Chapter,"Oct. 10, 2006",1,3:59,http://ufcstats.com/fighter-details/234f3767ff0e5701
Kendall Grove,Ed Herman,W,U-DEC,other,The Ultimate Fighter: Team Ortiz vs. Team Shamrock Finale,"Jun. 24, 2006",3,5:00,http://ufcstats.com/fighter-details/234f3767ff0e5701
Chris Gruetzemacher,Claudio Puelles,L,SUB Kneebar,other,UFC Fight Night: Font vs. Aldo,"Dec. 04, 2021",3,3:25,http://ufcstats.com/fighter-details/feaf00f3373435d6
Chris Gruetzemacher,Alexander Hernandez,L,KO/TKO Punches,ko,UFC Fight Night: Hall vs. Silva,"Oct. 31, 2020",1,1:46,http://ufcstats.com/fighter-details/feaf00f3373435d6
Chris Gruetzemacher,Joe Lauzon,W,KO/TKO,ko,UFC 223: Khabib vs. Iaquinta,"Apr. 07, 2018",2,5:00,http://ufcstats.com/fighter-details/feaf00f3373435d6
Chris Gruetzemacher,Davi Ramos,L,SUB Rear Naked Choke,other,UFC Fight Night: Swanson vs. Ortega,"Dec. 09, 2017",3,0:50,http://ufcstats.com/fighter-details/feaf00f3373435d6
Chris Gruetzemacher,Chas Skelly,L,SUB Rear Naked Choke,other,UFC Fight Night: Bermudez vs. The Korean Zombie,"Feb. 04, 2017",2,2:01,http://ufcstats.com/fighter-details/feaf00f3373435d6
Chris Gruetzemacher,Abner Lloveras,W,U-DEC,other,The Ultimate Fighter: Team McGregor vs. Team Faber Finale,"Dec. 11, 2015",3,5:00,http://ufcstats.com/fighter-details/feaf00f3373435d6
Vik Grujic,Brendan O'Reilly,L,U-DEC,other,UFC Fight Night: Miocic vs Hunt,"May. 09, 2015",3,5:00,http://ufcstats.com/fighter-details/1e7483dbff40b84b
Vik Grujic,Chris Indich,W,KO/TKO Punch,ko,UFC Fight Night: Te Huna vs Marquardt,"Jun. 28, 2014",1,4:55,http://ufcstats.com/fighter-details/1e7483dbff40b84b
Vik Grujic,Nordine Taleb,L,U-DEC,other,UFC Fight Night: Bisping vs Kennedy,"Apr. 16, 2014",3,5:00,http://ufcstats.com/fighter-details/1e7483dbff40b84b
Mike Grundy,Lando Vannata,L,S-DEC,other,UFC 262: Oliveira vs. Chandler,"May. 15, 2021",3,5:00,http://ufcstats.com/fighter-details/56fcb2c4d99f9d1b
Mike Grundy,Nad Narimani,W,KO/TKO Punches,ko,UFC Fight Night: Till vs. Masvidal,"Mar. 16, 2019",2,4:42,http://ufcstats.com/fighter-details/56fcb2c4d99f9d1b
Nandor Guelmino,Daniel Omielanczuk,L,KO/TKO Punch,ko,UFC 165: Jones vs Gustafsson,"Sep. 21, 2013",3,3:18,http://ufcstats.com/fighter-details/1abfb658cd4f8533
Shannon Gugerty,Clay Guida,L,SUB Arm Triangle,other,UFC Live: Vera vs Jones,"Mar. 21, 2010",2,3:40,http://ufcstats.com/fighter-details/9f1641c08cf8fbe2
Shannon Gugerty,Dale Hartt,W,SUB Rear Naked Choke,other,UFC: Silva vs Irvin,"Jul. 19, 2008",1,3:33,http://ufcstats.com/fighter-details/9f1641c08cf8fbe2
Clay Guida,Chase Hooper,L,SUB Armbar,other,UFC 310: Pantoja vs. Asakura,"Dec. 07, 2024",1,3:41,http://ufcstats.com/fighter-details/c47df9303d318c67
Clay Guida,Joaquim Silva,L,U-DEC,other,UFC Fight Night: Dariush vs. Tsarukyan,"Dec. 02, 2023",3,5:00,http://ufcstats.com/fighter-details/c47df9303d318c67
Clay Guida,Scott Holtzman,W,S-DEC,other,UFC Fight Night: Thompson vs. Holland,"Dec. 03, 2022",3,5:00,http://ufcstats.com/fighter-details/c47df9303d318c67
Clay Guida,Claudio Puelles,L,SUB Kneebar,other,UFC Fight Night: Lemos vs. Andrade,"Apr. 23, 2022",1,3:01,http://ufcstats.com/fighter-details/c47df9303d318c67
Clay Guida,Leonardo Santos,W,SUB Rear Naked Choke,other,UFC Fight Night: Font vs. Aldo,"Dec. 04, 2021",2,1:21,http://ufcstats.com/fighter-details/c47df9303d318c67
Clay Guida,Mark Madsen,L,S-DEC,other,UFC Fight Night: Cannonier vs. Gastelum,"Aug. 21, 2021",3,5:00,http://ufcstats.com/fighter-details/c47df9303d318c67
Clay Guida,Michael Johnson,W,U-DEC,other,UFC Fight Night: Overeem vs. Volkov,"Feb. 06, 2021",3,5:00,http://ufcstats.com/fighter-details/c47df9303d318c67
Clay Guida,Jim Miller,L,SUB Guillotine Choke,other,UFC Fight Night: Covington vs. Lawler,"Aug. 03, 2019",1,0:58,http://ufcstats.com/fighter-details/c47df9303d318c67
Clay Guida,BJ Penn,W,U-DEC,other,UFC 237: Namajunas vs. Andrade,"May. 11, 2019",3,5:00,http://ufcstats.com/fighter-details/c47df9303d318c67
Clay Guida,Charles Oliveira,L,SUB Guillotine Choke,other,UFC 225: Whittaker vs. Romero 2,"Jun. 09, 2018",1,2:18,http://ufcstats.com/fighter-details/c47df9303d318c67
Clay Guida,Joe Lauzon,W,KO/TKO Punch,ko,UFC Fight Night: Poirier vs. Pettis,"Nov. 11, 2017",1,1:07,http://ufcstats.com/fighter-details/c47df9303d318c67
Clay Guida,Erik Koch,W,U-DEC,other,UFC Fight Night: Chiesa vs. Lee,"Jun. 25, 2017",3,5:00,http://ufcstats.com/fighter-details/c47df9303d318c67
Clay Guida,Brian Ortega,L,KO/TKO Knee,ko,UFC 199: Rockhold vs. Bisping 2,"Jun. 04, 2016",3,4:40,http://ufcstats.com/fighter-details/c47df9303d318c67
Clay Guida,Thiago Tavares,L,SUB Guillotine Choke,other,UFC Fight Night: Belfort vs Henderson 3,"Nov. 07, 2015",1,0:39,http://ufcstats.com/fighter-details/c47df9303d318c67
Clay Guida,Robert Peralta,W,U-DEC,other,UFC Fight Night: Mendes vs Lamas,"Apr. 04, 2015",3,5:00,http://ufcstats.com/fighter-details/c47df9303d318c67
Clay Guida,Tatsuya Kawajiri,W,U-DEC,other,UFC Fight Night: Minotauro vs Nelson,"Apr. 11, 2014",3,5:00,http://ufcstats.com/fighter-details/c47df9303d318c67
Clay Guida,Chad Mendes,L,KO/TKO Punch,ko,UFC 164: Henderson vs Pettis 2,"Aug. 31, 2013",3,0:30,http://ufcstats.com/fighter-details/c47df9303d318c67
Clay Guida,Hatsu Hioki,W,S-DEC,other,UFC on FOX: Johnson vs Dodson,"Jan. 26, 2013",3,5:00,http://ufcstats.com/fighter-details/c47df9303d318c67
Clay Guida,Gray Maynard,L,S-DEC,other,UFC on FX: Maynard vs Guida,"Jun. 22, 2012",5,5:00,http://ufcstats.com/fighter-details/c47df9303d318c67
Clay Guida,Benson Henderson,L,U-DEC,other,UFC on FOX: Velasquez vs Dos Santos,"Nov. 12, 2011",3,5:00,http://ufcstats.com/fighter-details/c47df9303d318c67
Clay Guida,Anthony Pettis,W,U-DEC,other,The Ultimate Fighter: Team Lesnar vs Team dos Santos Finale,"Jun. 04, 2011",3,5:00,http://ufcstats.com/fighter-details/c47df9303d318c67
Clay Guida,Diego Sanchez,L,S-DEC,other,The Ultimate Fighter: United States vs. United Kingdom Finale,"Jun. 20, 2009",3,5:00,http://ufcstats.com/fighter-details/c47df9303d318c67
Clay Guida,Samy Schiavo,W,KO/TKO Punches,ko,UFC Fight Night: Florian vs Lauzon,"Apr. 02, 2008",1,4:15,http://ufcstats.com/fighter-details/c47df9303d318c67
Clay Guida,Roger Huerta,L,SUB Rear Naked Choke,other,The Ultimate Fighter: Team Hughes vs. Team Serra Finale,"Dec. 08, 2007",3,0:51,http://ufcstats.com/fighter-details/c47df9303d318c67
Clay Guida,Din Thomas,L,U-DEC,other,UFC Fight Night: Evans vs Salmon,"Jan. 25, 2007",3,5:00,http://ufcstats.com/fighter-details/c47df9303d318c67
Clay Guida,Justin James,W,SUB Rear Naked Choke,other,UFC 64: Unstoppable,"Oct. 14, 2006",2,4:42,http://ufcstats.com/fighter-details/c47df9303d318c67
Clay Guida,Joe Martin,W,U-DEC,other,WEC 23: Hot August Fights,"Aug. 17, 2006",3,5:00,http://ufcstats.com/fighter-details/c47df9303d318c67
Clay Guida,Gilbert Melendez,L,S-DEC,other,Strikeforce - Revenge,"Jun. 09, 2006",5,5:00,http://ufcstats.com/fighter-details/c47df9303d318c67
Clay Guida,Josh Thomson,W,U-DEC,other,Strikeforce - Shamrock vs. Gracie,"Mar. 10, 2006",5,5:00,http://ufcstats.com/fighter-details/c47df9303d318c67
Jason Guida,Alex Stiebling,L,U-DEC,other,WEC 22: The Hitmen,"Jul. 28, 2006",3,5:00,http://ufcstats.com/fighter-details/ce25b4ed82b1811b
Melvin Guillard,Michael Johnson,L,U-DEC,other,UFC Fight Night: Gustafsson vs Manuwa,"Mar. 08, 2014",3,5:00,http://ufcstats.com/fighter-details/ccd1299e0345e0ce
Melvin Guillard,Jamie Varner,L,S-DEC,other,UFC 155: Dos Santos vs Velasquez II,"Dec. 29, 2012",3,5:00,http://ufcstats.com/fighter-details/ccd1299e0345e0ce
Melvin Guillard,Jim Miller,L,SUB Rear Naked Choke,other,UFC on FX: Guillard vs Miller,"Jan. 20, 2012",1,3:04,http://ufcstats.com/fighter-details/ccd1299e0345e0ce
Melvin Guillard,Joe Lauzon,L,SUB Rear Naked Choke,other,UFC 136: Edgar vs Maynard 3,"Oct. 08, 2011",1,0:47,http://ufcstats.com/fighter-details/ccd1299e0345e0ce
Melvin Guillard,Shane Roller,W,KO/TKO Punch,ko,UFC 132: Cruz vs Faber,"Jul. 02, 2011",1,2:12,http://ufcstats.com/fighter-details/ccd1299e0345e0ce
Melvin Guillard,Jeremy Stephens,W,S-DEC,other,UFC 119: Mir vs Cro Cop,"Sep. 25, 2010",3,5:00,http://ufcstats.com/fighter-details/ccd1299e0345e0ce
Melvin Guillard,Waylon Lowe,W,KO/TKO Knee,ko,UFC 114: Rampage vs Evans,"May. 29, 2010",1,3:28,http://ufcstats.com/fighter-details/ccd1299e0345e0ce
Melvin Guillard,Ronys Torres,W,U-DEC,other,UFC 109: Relentless,"Feb. 06, 2010",3,5:00,http://ufcstats.com/fighter-details/ccd1299e0345e0ce
Melvin Guillard,Gleison Tibau,W,S-DEC,other,The Ultimate Fighter: United States vs. United Kingdom Finale,"Jun. 20, 2009",3,5:00,http://ufcstats.com/fighter-details/ccd1299e0345e0ce
Melvin Guillard,Dennis Siver,W,KO/TKO Punches,ko,UFC 86: Jackson vs Griffin,"Jul. 05, 2008",1,0:36,http://ufcstats.com/fighter-details/ccd1299e0345e0ce
Melvin Guillard,Joe Stevenson,L,SUB Guillotine Choke,other,UFC Fight Night: Stevenson vs Guillard,"Apr. 05, 2007",1,0:27,http://ufcstats.com/fighter-details/ccd1299e0345e0ce
Melvin Guillard,Gabe Ruediger,W,KO/TKO Punch,ko,UFC 63: Hughes vs Penn,"Sep. 23, 2006",2,1:01,http://ufcstats.com/fighter-details/ccd1299e0345e0ce
Melvin Guillard,Josh Neer,L,SUB Triangle Choke,other,UFC Fight Night 3,"Jan. 16, 2006",1,4:20,http://ufcstats.com/fighter-details/ccd1299e0345e0ce
Chris Guillen,Ben Rothwell,L,KO/TKO Elbows,ko,Adrenaline MMA 2: Miletich vs. Denny,"Dec. 11, 2008",1,3:40,http://ufcstats.com/fighter-details/da0f33e4255f99eb
Marcelo Guimaraes,Vitor Miranda,L,KO/TKO Kick,ko,UFC 196: McGregor vs Diaz,"Mar. 05, 2016",2,1:09,http://ufcstats.com/fighter-details/0c9c0a43d3f3f49d
Marcelo Guimaraes,Hyun Gyu Lim,L,KO/TKO Knee,ko,UFC on FUEL TV: Silva vs. Stann,"Mar. 02, 2013",2,4:00,http://ufcstats.com/fighter-details/0c9c0a43d3f3f49d
Marcelo Guimaraes,Dan Stittgen,W,S-DEC,other,UFC on FUEL TV: Munoz vs Weidman,"Jul. 11, 2012",3,5:00,http://ufcstats.com/fighter-details/0c9c0a43d3f3f49d
Leonardo Guimaraes,Anthony Smith,L,U-DEC,other,UFC Fight Night: Cowboy vs Cowboy,"Feb. 21, 2016",3,5:00,http://ufcstats.com/fighter-details/cc98d857b148e33a
John Gunderson,Mark Holst,W,U-DEC,other,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,"Jun. 19, 2010",3,5:00,http://ufcstats.com/fighter-details/a0c139b34f11421a
John Gunderson,Rafaello Oliveira,L,U-DEC,other,UFC 108: Evans vs Silva,"Jan. 02, 2010",3,5:00,http://ufcstats.com/fighter-details/a0c139b34f11421a
John Gunther,Davi Ramos,L,SUB Rear Naked Choke,other,UFC Fight Night: Korean Zombie vs. Rodriguez,"Nov. 10, 2018",1,1:57,http://ufcstats.com/fighter-details/3956bdc8ab2e54b3
John Gunther,Allan Zuniga,W,M-DEC,other,The Ultimate Fighter: Undefeated Finale,"Jul. 06, 2018",3,5:00,http://ufcstats.com/fighter-details/3956bdc8ab2e54b3
Jorge Gurgel,Adriano Martins,L,U-DEC,other,Strikeforce - Marquardt vs Saffiedine,"Jan. 12, 2013",3,5:00,http://ufcstats.com/fighter-details/04d5718ed2661e8c
Jorge Gurgel,Billy Vaughan,W,SUB Guillotine Choke,other,Strikeforce - Feijao vs. Henderson,"Mar. 05, 2011",1,0:44,http://ufcstats.com/fighter-details/04d5718ed2661e8c
Jorge Gurgel,KJ Noons,L,KO/TKO Punch,ko,Strikeforce - Houston,"Aug. 21, 2010",2,0:19,http://ufcstats.com/fighter-details/04d5718ed2661e8c
Jorge Gurgel,Conor Heun,W,U-DEC,other,Strikeforce Challengers 2,"Jun. 19, 2009",3,5:00,http://ufcstats.com/fighter-details/04d5718ed2661e8c
Jorge Gurgel,Aaron Riley,L,U-DEC,other,UFC 91: Couture vs Lesnar,"Nov. 15, 2008",3,5:00,http://ufcstats.com/fighter-details/04d5718ed2661e8c
Jorge Gurgel,Cole Miller,L,SUB Triangle Choke,other,UFC 86: Jackson vs Griffin,"Jul. 05, 2008",3,4:48,http://ufcstats.com/fighter-details/04d5718ed2661e8c
Jorge Gurgel,John Halverson,W,U-DEC,other,UFC 82: Pride of a Champion,"Mar. 01, 2008",3,5:00,http://ufcstats.com/fighter-details/04d5718ed2661e8c
Jorge Gurgel,Alvin Robinson,L,U-DEC,other,UFC 77: Hostile Territory,"Oct. 20, 2007",3,5:00,http://ufcstats.com/fighter-details/04d5718ed2661e8c
Jorge Gurgel,Diego Saraiva,W,U-DEC,other,UFC 73: Stacked,"Jul. 07, 2007",3,5:00,http://ufcstats.com/fighter-details/04d5718ed2661e8c
Jorge Gurgel,Mark Hominick,L,U-DEC,other,UFC Fight Night 5,"Jun. 28, 2006",3,5:00,http://ufcstats.com/fighter-details/04d5718ed2661e8c
Luis Gurule,Ode Osbourne,L,KO/TKO Punch,ko,UFC Fight Night: Emmett vs. Murphy,"Apr. 05, 2025",2,1:54,http://ufcstats.com/fighter-details/29162be25ebef5f0
Luis Gurule,Nick Piccininni,W,S-DEC,other,DWCS 8.10,"Oct. 15, 2024",3,5:00,http://ufcstats.com/fighter-details/29162be25ebef5f0
Bogdan Guskov,Nikita Krylov,W,KO/TKO Punches,ko,UFC Fight Night: Whittaker vs. De Ridder,"Jul. 26, 2025",1,4:18,http://ufcstats.com/fighter-details/ef5dcb10d2bd4b0f
Bogdan Guskov,Ryan Spann,W,KO/TKO Punches,ko,UFC Fight Night: Nicolau vs. Perez,"Apr. 27, 2024",2,3:16,http://ufcstats.com/fighter-details/ef5dcb10d2bd4b0f
Bogdan Guskov,Zac Pauga,W,KO/TKO Punches,ko,UFC Fight Night: Hermansson vs. Pyfer,"Feb. 10, 2024",1,3:38,http://ufcstats.com/fighter-details/ef5dcb10d2bd4b0f
Bogdan Guskov,Volkan Oezdemir,L,SUB Rear Naked Choke,other,UFC Fight Night: Gane vs. Spivac,"Sep. 02, 2023",1,3:46,http://ufcstats.com/fighter-details/ef5dcb10d2bd4b0f
Gugun Gusman,Rinya Nakamura,L,SUB Keylock,other,Road to UFC 1.3,"Jun. 10, 2022",1,3:24,http://ufcstats.com/fighter-details/e34e3b1fffa13a6a
Andre Gusmao,Krzysztof Soszynski,L,KO/TKO Punch,ko,UFC 98: Evans vs Machida,"May. 23, 2009",1,3:17,http://ufcstats.com/fighter-details/cc300e9aa3063431
Andre Gusmao,Jon Jones,L,U-DEC,other,UFC 87: Seek And Destroy,"Aug. 09, 2008",3,5:00,http://ufcstats.com/fighter-details/cc300e9aa3063431
Alexander Gustafsson,Nikita Krylov,L,KO/TKO Punch,ko,UFC Fight Night: Blaydes vs. Aspinall,"Jul. 23, 2022",1,1:07,http://ufcstats.com/fighter-details/3c6976f8182d9527
Alexander Gustafsson,Fabricio Werdum,L,SUB Armbar,other,UFC Fight Night: Whittaker vs. Till,"Jul. 25, 2020",1,2:30,http://ufcstats.com/fighter-details/3c6976f8182d9527
Alexander Gustafsson,Anthony Smith,L,SUB Rear Naked Choke,other,UFC Fight Night: Gustafsson vs. Smith,"Jun. 01, 2019",4,2:38,http://ufcstats.com/fighter-details/3c6976f8182d9527
Alexander Gustafsson,Jon Jones,L,KO/TKO Punches,ko,UFC 232: Jones vs. Gustafsson 2,"Dec. 29, 2018",3,2:02,http://ufcstats.com/fighter-details/3c6976f8182d9527
Alexander Gustafsson,Glover Teixeira,W,KO/TKO Punches,ko,UFC Fight Night: Gustafsson vs. Teixeira,"May. 28, 2017",5,1:07,http://ufcstats.com/fighter-details/3c6976f8182d9527
Alexander Gustafsson,Anthony Johnson,L,KO/TKO Punches,ko,UFC on FOX: Gustafsson vs Johnson,"Jan. 24, 2015",1,2:15,http://ufcstats.com/fighter-details/3c6976f8182d9527
Alexander Gustafsson,Jimi Manuwa,W,KO/TKO Knee,ko,UFC Fight Night: Gustafsson vs Manuwa,"Mar. 08, 2014",2,1:18,http://ufcstats.com/fighter-details/3c6976f8182d9527
Alexander Gustafsson,Jon Jones,L,U-DEC,other,UFC 165: Jones vs Gustafsson,"Sep. 21, 2013",5,5:00,http://ufcstats.com/fighter-details/3c6976f8182d9527
Alexander Gustafsson,Mauricio Rua,W,U-DEC,other,UFC on FOX: Henderson vs Diaz,"Dec. 08, 2012",3,5:00,http://ufcstats.com/fighter-details/3c6976f8182d9527
Alexander Gustafsson,Thiago Silva,W,U-DEC,other,UFC on FUEL TV: Gustafsson vs Silva,"Apr. 14, 2012",3,5:00,http://ufcstats.com/fighter-details/3c6976f8182d9527
Alexander Gustafsson,Vladimir Matyushenko,W,KO/TKO Punch,ko,UFC 141: Lesnar vs Overeem,"Dec. 30, 2011",1,2:13,http://ufcstats.com/fighter-details/3c6976f8182d9527
Alexander Gustafsson,Matt Hamill,W,KO/TKO Punches,ko,UFC 133: Evans vs Ortiz 2,"Aug. 06, 2011",2,3:34,http://ufcstats.com/fighter-details/3c6976f8182d9527
Alexander Gustafsson,James Te Huna,W,SUB Rear Naked Choke,other,UFC 127: Penn vs Fitch,"Feb. 26, 2011",1,4:27,http://ufcstats.com/fighter-details/3c6976f8182d9527
Alexander Gustafsson,Jared Hamman,W,KO/TKO Punch,ko,UFC 105: Couture vs Vera,"Nov. 14, 2009",1,0:41,http://ufcstats.com/fighter-details/3c6976f8182d9527
Andreas Gustafsson,Khaos Williams,W,U-DEC,other,UFC 316: Dvalishvili vs. O'Malley 2,"Jun. 07, 2025",3,5:00,http://ufcstats.com/fighter-details/2caf993f53541fa1
Andreas Gustafsson,Pat Pytlik,W,KO/TKO Knees,ko,DWCS 8.2,"Aug. 20, 2024",2,3:20,http://ufcstats.com/fighter-details/2caf993f53541fa1
Horacio Gutierrez,Teruto Ishihara,L,KO/TKO Punches,ko,UFC Fight Night: Rodriguez vs. Caceres,"Aug. 06, 2016",1,2:32,http://ufcstats.com/fighter-details/cd85b48dc880fabd
Chris Gutierrez,Quang Le,W,U-DEC,other,UFC Fight Night: Tybura vs. Spivac 2,"Aug. 10, 2024",3,5:00,http://ufcstats.com/fighter-details/45f0cc9d18f35137
Chris Gutierrez,Song Yadong,L,U-DEC,other,UFC Fight Night: Song vs. Gutierrez,"Dec. 09, 2023",5,5:00,http://ufcstats.com/fighter-details/45f0cc9d18f35137
Chris Gutierrez,Pedro Munhoz,L,U-DEC,other,UFC Fight Night: Holloway vs. Allen,"Apr. 15, 2023",3,5:00,http://ufcstats.com/fighter-details/45f0cc9d18f35137
Chris Gutierrez,Vince Morales,W,KO/TKO Kick,ko,UFC Fight Night: Woodley vs. Burns,"May. 30, 2020",2,4:27,http://ufcstats.com/fighter-details/45f0cc9d18f35137
Chris Gutierrez,Ryan MacDonald,W,U-DEC,other,UFC Fight Night: Thompson vs. Pettis,"Mar. 23, 2019",3,5:00,http://ufcstats.com/fighter-details/45f0cc9d18f35137
Mando Gutierrez,Raul Rosas Jr.,L,U-DEC,other,DWCS 6.9,"Sep. 20, 2022",3,5:00,http://ufcstats.com/fighter-details/5f33ae0620e050c5
Mike Guymon,DaMarques Johnson,L,SUB Injury,other,UFC Fight Night: Fight for the Troops 2,"Jan. 22, 2011",1,3:22,http://ufcstats.com/fighter-details/eaea0fc7b76525a8
Mike Guymon,Daniel Roberts,L,SUB Anaconda Choke,other,UFC 121: Lesnar vs Velasquez,"Oct. 23, 2010",1,1:13,http://ufcstats.com/fighter-details/eaea0fc7b76525a8
Mike Guymon,Yoshiyuki Yoshida,W,U-DEC,other,UFC 113: Machida vs Shogun 2,"May. 08, 2010",3,5:00,http://ufcstats.com/fighter-details/eaea0fc7b76525a8
Mike Guymon,Rory MacDonald,L,SUB Armbar,other,UFC Fight Night: Maynard vs Diaz,"Jan. 11, 2010",1,4:27,http://ufcstats.com/fighter-details/eaea0fc7b76525a8
Chelsea Hackett,Victoria Leonardo,L,KO/TKO Punches,ko,DWCS 4.10,"Nov. 17, 2020",2,4:41,http://ufcstats.com/fighter-details/184b7a36d50dcc5e
Keith Hackney,Marco Ruas,L,SUB Rear Naked Choke,other,UFC - Ultimate Ultimate '95,"Dec. 16, 1995",1,2:39,http://ufcstats.com/fighter-details/bf12aca029bfcc47
Keith Hackney,Joe Son,W,SUB Other - Choke,other,UFC 4: Revenge of the Warriors,"Dec. 16, 1994",1,2:44,http://ufcstats.com/fighter-details/bf12aca029bfcc47
Keith Hackney,Emmanuel Yarborough,W,KO/TKO Punches,ko,UFC 3: The American Dream,"Sep. 09, 1994",1,1:59,http://ufcstats.com/fighter-details/bf12aca029bfcc47
Jake Hadley,Cameron Smotherman,L,U-DEC,other,UFC Fight Night: Hernandez vs. Pereira,"Oct. 19, 2024",3,5:00,http://ufcstats.com/fighter-details/60a42bf82447c919
Jake Hadley,Caolan Loughran,W,U-DEC,other,UFC 304: Edwards vs. Muhammad 2,"Jul. 27, 2024",3,5:00,http://ufcstats.com/fighter-details/60a42bf82447c919
Jake Hadley,Charles Johnson,L,U-DEC,other,UFC Fight Night: Lewis vs. Nascimento,"May. 11, 2024",3,5:00,http://ufcstats.com/fighter-details/60a42bf82447c919
Jake Hadley,Allan Nascimento,L,U-DEC,other,UFC Fight Night: Blachowicz vs. Rakic,"May. 14, 2022",3,5:00,http://ufcstats.com/fighter-details/60a42bf82447c919
Jake Hadley,Mitch Raposo,W,SUB Rear Naked Choke,other,DWCS 5.7,"Oct. 12, 2021",2,3:11,http://ufcstats.com/fighter-details/60a42bf82447c919
Steve Hadsel,Taylor Roberts,W,KO/TKO,ko,Strikeforce Challengers 2,"Jun. 19, 2009",1,0:17,http://ufcstats.com/fighter-details/99793cf88c5adeee
Damir Hadzovic,Terrance McKinney,L,KO/TKO Punches,ko,UFC Fight Night: Adesanya vs. Imavov,"Feb. 01, 2025",1,2:01,http://ufcstats.com/fighter-details/38c626ca912c7bac
Damir Hadzovic,Yancy Medeiros,W,U-DEC,other,UFC Fight Night: Gane vs. Volkov,"Jun. 26, 2021",3,5:00,http://ufcstats.com/fighter-details/38c626ca912c7bac
Damir Hadzovic,Renato Moicano,L,SUB Rear Naked Choke,other,UFC Fight Night: Lee vs. Oliveira,"Mar. 14, 2020",1,0:44,http://ufcstats.com/fighter-details/38c626ca912c7bac
