fighter_name,opponent_name,result,method_raw,method_group,event_name,event_date,round,fight_time,profile_url
Joanderson Brito,Andre Fili,W,KO/TKO Punch,ko,UFC Fight Night: Font vs. Vera,"Apr. 30, 2022",1,0:41,http://ufcstats.com/fighter-details/791c8437b341fba5
Joanderson Brito,Diego Lopes,W,U-DEC,other,DWCS 5.1,"Aug. 31, 2021",3,0:12,http://ufcstats.com/fighter-details/791c8437b341fba5
Kaik Brito,Oban Elliott,L,M-DEC,other,DWCS 7.3,"Aug. 22, 2023",3,5:00,http://ufcstats.com/fighter-details/b07f14fc0e53f8bd
Antwain Britt,Lumumba Sayers,L,KO/TKO Punches,ko,Strikeforce Challengers 20,"Nov. 18, 2011",1,0:28,http://ufcstats.com/fighter-details/2833f50b20e96e52
Antwain Britt,Ovince Saint Preux,L,U-DEC,other,Strikeforce Challengers 12,"Nov. 19, 2010",3,5:00,http://ufcstats.com/fighter-details/2833f50b20e96e52
Antwain Britt,Rafael Cavalcante,L,KO/TKO Punches,ko,Strikeforce - Heavy Artillery,"May. 15, 2010",1,3:45,http://ufcstats.com/fighter-details/2833f50b20e96e52
Antwain Britt,Scott Lighty,W,KO/TKO,ko,Strikeforce - Evolution,"Dec. 19, 2009",1,5:00,http://ufcstats.com/fighter-details/2833f50b20e96e52
Mike Bronzoulis,Chad Leonhardt,W,KO/TKO,ko,Strikeforce Challengers 18,"Aug. 12, 2011",3,1:30,http://ufcstats.com/fighter-details/df3c39573d01f55b
Mike Bronzoulis,Todd Moore,L,U-DEC,other,Strikeforce - Overeem vs. Werdum,"Jun. 18, 2011",3,5:00,http://ufcstats.com/fighter-details/df3c39573d01f55b
Jonathan Brookins,Dustin Poirier,L,SUB D'Arce Choke,other,The Ultimate Fighter: Team Carwin vs. Team Nelson Finale,"Dec. 15, 2012",1,4:15,http://ufcstats.com/fighter-details/b0a6124751a56bc4
Jonathan Brookins,Charles Oliveira,L,SUB Anaconda Choke,other,The Ultimate Fighter: Live Finale,"Jun. 01, 2012",2,2:42,http://ufcstats.com/fighter-details/b0a6124751a56bc4
Jonathan Brookins,Vagner Rocha,W,KO/TKO Punches,ko,UFC on FUEL TV: Sanchez vs Ellenberger,"Feb. 15, 2012",1,1:32,http://ufcstats.com/fighter-details/b0a6124751a56bc4
Jonathan Brookins,Erik Koch,L,U-DEC,other,UFC Fight Night: Shields vs Ellenberger,"Sep. 17, 2011",3,5:00,http://ufcstats.com/fighter-details/b0a6124751a56bc4
Jonathan Brookins,Michael Johnson,W,U-DEC,other,The Ultimate Fighter: Team GSP vs Team Koscheck Finale,"Dec. 04, 2010",3,5:00,http://ufcstats.com/fighter-details/b0a6124751a56bc4
Will Brooks,Nik Lentz,L,SUB Guillotine Choke,other,UFC Fight Night: Werdum vs. Tybura,"Nov. 18, 2017",2,2:05,http://ufcstats.com/fighter-details/b6e6c3b1dcaae0a1
Will Brooks,Charles Oliveira,L,SUB Rear Naked Choke,other,UFC 210: Cormier vs. Johnson 2,"Apr. 08, 2017",1,2:30,http://ufcstats.com/fighter-details/b6e6c3b1dcaae0a1
Will Brooks,Alex Oliveira,L,KO/TKO Punches,ko,UFC Fight Night: Lineker vs. Dodson,"Oct. 01, 2016",3,3:30,http://ufcstats.com/fighter-details/b6e6c3b1dcaae0a1
Will Brooks,Ross Pearson,W,U-DEC,other,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,"Jul. 08, 2016",3,5:00,http://ufcstats.com/fighter-details/b6e6c3b1dcaae0a1
Will Brooks,Satoru Kitaoka,W,KO/TKO Punches,ko,DREAM 18,"Dec. 31, 2012",2,3:46,http://ufcstats.com/fighter-details/b6e6c3b1dcaae0a1
Jarred Brooks,Robert Sanchez,W,S-DEC,other,UFC 228: Woodley vs. Till,"Sep. 08, 2018",3,5:00,http://ufcstats.com/fighter-details/81d9df19e255b8b6
Jarred Brooks,Jose Torres,L,KO/TKO Punches,ko,UFC Fight Night: Rivera vs. Moraes,"Jun. 01, 2018",2,2:55,http://ufcstats.com/fighter-details/81d9df19e255b8b6
Jarred Brooks,Deiveson Figueiredo,L,S-DEC,other,UFC Fight Night: Brunson vs. Machida,"Oct. 28, 2017",3,5:00,http://ufcstats.com/fighter-details/81d9df19e255b8b6
Jarred Brooks,Eric Shelton,W,S-DEC,other,UFC 214: Cormier vs. Jones 2,"Jul. 29, 2017",3,5:00,http://ufcstats.com/fighter-details/81d9df19e255b8b6
Rob Broughton,Philip De Fries,L,U-DEC,other,UFC 138: Leben vs Munoz,"Nov. 05, 2011",3,5:00,http://ufcstats.com/fighter-details/a7d687e6ecb30981
Rob Broughton,Travis Browne,L,U-DEC,other,UFC 135: Jones vs Rampage,"Sep. 24, 2011",3,5:00,http://ufcstats.com/fighter-details/a7d687e6ecb30981
Rob Broughton,Vinicius Queiroz,W,SUB Rear Naked Choke,other,UFC 120: Bisping vs Akiyama,"Oct. 16, 2010",3,1:43,http://ufcstats.com/fighter-details/a7d687e6ecb30981
Lee Brousseau,Mike Glenn,L,KO/TKO,ko,Strikeforce - Henderson vs. Babalu,"Dec. 04, 2010",1,2:00,http://ufcstats.com/fighter-details/0974d8d4053a7237
Lee Brousseau,Francisco France,L,SUB Rear Naked Choke,other,Strikeforce - Heavy Artillery,"May. 15, 2010",1,1:27,http://ufcstats.com/fighter-details/0974d8d4053a7237
Matt Brown,Court McGee,W,KO/TKO Punch,ko,UFC Fight Night: Rozenstruik vs. Almeida,"May. 13, 2023",1,4:09,http://ufcstats.com/fighter-details/31123249b0bbf52e
Matt Brown,Dhiego Lima,W,KO/TKO Punch,ko,UFC Fight Night: Jung vs. Ige,"Jun. 19, 2021",2,3:02,http://ufcstats.com/fighter-details/31123249b0bbf52e
Matt Brown,Carlos Condit,L,U-DEC,other,UFC Fight Night: Holloway vs. Kattar,"Jan. 16, 2021",3,5:00,http://ufcstats.com/fighter-details/31123249b0bbf52e
Matt Brown,Ben Saunders,W,KO/TKO Punches,ko,UFC 245: Usman vs. Covington,"Dec. 14, 2019",2,4:55,http://ufcstats.com/fighter-details/31123249b0bbf52e
Matt Brown,Diego Sanchez,W,KO/TKO Elbow,ko,UFC Fight Night: Poirier vs. Pettis,"Nov. 11, 2017",1,3:44,http://ufcstats.com/fighter-details/31123249b0bbf52e
Matt Brown,Donald Cerrone,L,KO/TKO Kick,ko,UFC 206: Holloway vs. Pettis,"Dec. 10, 2016",3,0:34,http://ufcstats.com/fighter-details/31123249b0bbf52e
Matt Brown,Jake Ellenberger,L,KO/TKO Kick,ko,UFC 201: Lawler vs. Woodley,"Jul. 30, 2016",1,1:46,http://ufcstats.com/fighter-details/31123249b0bbf52e
Matt Brown,Demian Maia,L,SUB Rear Naked Choke,other,UFC 198: Werdum vs Miocic,"May. 14, 2016",3,4:31,http://ufcstats.com/fighter-details/31123249b0bbf52e
Matt Brown,Tim Means,W,SUB Guillotine Choke,other,UFC 189: Mendes vs McGregor,"Jul. 11, 2015",1,4:44,http://ufcstats.com/fighter-details/31123249b0bbf52e
Matt Brown,Johny Hendricks,L,U-DEC,other,UFC 185: Pettis vs Dos Anjos,"Mar. 14, 2015",3,5:00,http://ufcstats.com/fighter-details/31123249b0bbf52e
Matt Brown,Robbie Lawler,L,U-DEC,other,UFC on FOX: Lawler vs Brown,"Jul. 26, 2014",5,5:00,http://ufcstats.com/fighter-details/31123249b0bbf52e
Matt Brown,Erick Silva,W,KO/TKO Punches,ko,UFC Fight Night: Brown vs Silva,"May. 10, 2014",3,2:11,http://ufcstats.com/fighter-details/31123249b0bbf52e
Matt Brown,Mike Pyle,W,KO/TKO Knee,ko,UFC Fight Night: Shogun vs Sonnen,"Aug. 17, 2013",1,0:29,http://ufcstats.com/fighter-details/31123249b0bbf52e
Matt Brown,Jordan Mein,W,KO/TKO Elbows,ko,UFC on FOX: Henderson vs Melendez,"Apr. 20, 2013",2,1:00,http://ufcstats.com/fighter-details/31123249b0bbf52e
Matt Brown,Mike Swick,W,KO/TKO Punches,ko,UFC on FOX: Henderson vs Diaz,"Dec. 08, 2012",2,2:31,http://ufcstats.com/fighter-details/31123249b0bbf52e
Matt Brown,Luis Ramos,W,KO/TKO Knees,ko,UFC on FX: Maynard vs Guida,"Jun. 22, 2012",2,4:20,http://ufcstats.com/fighter-details/31123249b0bbf52e
Matt Brown,Stephen Thompson,W,U-DEC,other,UFC 145: Jones vs Evans,"Apr. 21, 2012",3,5:00,http://ufcstats.com/fighter-details/31123249b0bbf52e
Matt Brown,Chris Cope,W,KO/TKO Punches,ko,UFC 143: Diaz vs Condit,"Feb. 04, 2012",2,1:19,http://ufcstats.com/fighter-details/31123249b0bbf52e
Matt Brown,John Howard,W,U-DEC,other,UFC Live: Kongo vs Barry,"Jun. 26, 2011",3,5:00,http://ufcstats.com/fighter-details/31123249b0bbf52e
Matt Brown,Brian Foster,L,SUB Guillotine Choke,other,UFC 123: Rampage vs Machida,"Nov. 20, 2010",2,2:11,http://ufcstats.com/fighter-details/31123249b0bbf52e
Matt Brown,Chris Lytle,L,SUB Armbar,other,UFC 116: Lesnar vs Carwin,"Jul. 03, 2010",2,2:02,http://ufcstats.com/fighter-details/31123249b0bbf52e
Matt Brown,James Wilks,W,KO/TKO Punches,ko,UFC 105: Couture vs Vera,"Nov. 14, 2009",3,2:27,http://ufcstats.com/fighter-details/31123249b0bbf52e
Matt Brown,Pete Sell,W,KO/TKO Punches,ko,UFC 96: Jackson vs Jardine,"Mar. 07, 2009",1,1:32,http://ufcstats.com/fighter-details/31123249b0bbf52e
Matt Brown,Ryan Thomas,W,SUB Armbar,other,UFC 91: Couture vs Lesnar,"Nov. 15, 2008",2,0:57,http://ufcstats.com/fighter-details/31123249b0bbf52e
Matt Brown,Dong Hyun Kim,L,S-DEC,other,UFC 88: Breakthrough,"Sep. 06, 2008",3,5:00,http://ufcstats.com/fighter-details/31123249b0bbf52e
Mike Brown,Steven Siler,L,KO/TKO Punch,ko,UFC Fight Night: Shogun vs Sonnen,"Aug. 17, 2013",1,0:50,http://ufcstats.com/fighter-details/e0b74df14f52cd15
Mike Brown,Daniel Pineda,W,U-DEC,other,UFC 146: Dos Santos vs Mir,"May. 26, 2012",3,5:00,http://ufcstats.com/fighter-details/e0b74df14f52cd15
Mike Brown,Nam Phan,W,U-DEC,other,UFC 133: Evans vs Ortiz 2,"Aug. 06, 2011",3,5:00,http://ufcstats.com/fighter-details/e0b74df14f52cd15
Mike Brown,Rani Yahya,L,U-DEC,other,UFC Fight Night: Fight for the Troops 2,"Jan. 22, 2011",3,5:00,http://ufcstats.com/fighter-details/e0b74df14f52cd15
Mike Brown,Diego Nunes,L,S-DEC,other,UFC 125: Resolution,"Jan. 01, 2011",3,5:00,http://ufcstats.com/fighter-details/e0b74df14f52cd15
Mike Brown,Cole Province,W,KO/TKO Punches,ko,WEC 51: Aldo vs. Gamburyan,"Sep. 30, 2010",1,1:18,http://ufcstats.com/fighter-details/e0b74df14f52cd15
Mike Brown,Manvel Gamburyan,L,KO/TKO Punch,ko,WEC 48: Aldo vs. Faber,"Apr. 24, 2010",1,2:22,http://ufcstats.com/fighter-details/e0b74df14f52cd15
Mike Brown,Anthony Morrison,W,SUB Rear Naked Choke,other,WEC 46: Varner vs. Henderson,"Jan. 10, 2010",1,1:54,http://ufcstats.com/fighter-details/e0b74df14f52cd15
Mike Brown,Urijah Faber,W,U-DEC,other,WEC 41: Brown vs. Faber 2,"Jun. 07, 2009",5,5:00,http://ufcstats.com/fighter-details/e0b74df14f52cd15
Mike Brown,Leonard Garcia,W,SUB Arm Triangle,other,WEC 39: Brown vs. Garcia,"Mar. 01, 2009",1,1:57,http://ufcstats.com/fighter-details/e0b74df14f52cd15
Mike Brown,Urijah Faber,W,KO/TKO Punches,ko,WEC 36: Faber vs. Brown,"Nov. 05, 2008",1,2:23,http://ufcstats.com/fighter-details/e0b74df14f52cd15
Mike Brown,Jeff Curran,W,U-DEC,other,WEC 34: Faber vs. Pulver,"Jun. 01, 2008",3,5:00,http://ufcstats.com/fighter-details/e0b74df14f52cd15
Mike Brown,Genki Sudo,L,SUB Triangle Choke,other,UFC 47: It's On!,"Apr. 02, 2004",1,3:31,http://ufcstats.com/fighter-details/e0b74df14f52cd15
Dominic Brown,Lucas Lopes,L,KO/TKO,ko,Strikeforce Challengers 5,"Nov. 20, 2009",2,0:45,http://ufcstats.com/fighter-details/52b3ec072ad497a4
Todd Brown,Igor Pokrajac,L,KO/TKO,ko,UFC Live: Sanchez vs Kampmann,"Mar. 03, 2011",1,5:00,http://ufcstats.com/fighter-details/9b68bf67c5695185
Terrell Brown,Patrick Cummins,L,KO/TKO Punches,ko,Strikeforce - Henderson vs. Babalu,"Dec. 04, 2010",1,2:44,http://ufcstats.com/fighter-details/85df85a4e276c90e
Chris Brown,Herman Terrado,L,SUB Armbar,other,Strikeforce - Melendez vs. Masvidal,"Dec. 17, 2011",3,4:05,http://ufcstats.com/fighter-details/9e2624ac992660c6
Randy Brown,Nicolas Dalby,W,KO/TKO Punch,ko,UFC Fight Night: Machado Garry vs. Prates,"Apr. 26, 2025",2,1:39,http://ufcstats.com/fighter-details/c6aee362c7a7d482
Randy Brown,Elizeu Zaleski dos Santos,W,U-DEC,other,UFC 302: Makhachev vs. Poirier,"Jun. 01, 2024",3,5:00,http://ufcstats.com/fighter-details/c6aee362c7a7d482
Randy Brown,Muslim Salikhov,W,KO/TKO Punch,ko,UFC Fight Night: Dolidze vs. Imavov,"Feb. 03, 2024",1,3:17,http://ufcstats.com/fighter-details/c6aee362c7a7d482
Randy Brown,Wellington Turman,W,U-DEC,other,UFC Fight Night: Emmett vs. Topuria,"Jun. 24, 2023",3,5:00,http://ufcstats.com/fighter-details/c6aee362c7a7d482
Randy Brown,Jack Della Maddalena,L,SUB Rear Naked Choke,other,UFC 284: Makhachev vs. Volkanovski,"Feb. 11, 2023",1,2:13,http://ufcstats.com/fighter-details/c6aee362c7a7d482
Randy Brown,Francisco Trinaldo,W,U-DEC,other,UFC Fight Night: Dern vs. Yan,"Oct. 01, 2022",3,5:00,http://ufcstats.com/fighter-details/c6aee362c7a7d482
Randy Brown,Khaos Williams,W,S-DEC,other,UFC 274: Oliveira vs. Gaethje,"May. 07, 2022",3,5:00,http://ufcstats.com/fighter-details/c6aee362c7a7d482
Randy Brown,Jared Gooden,W,U-DEC,other,UFC Fight Night: Dern vs. Rodriguez,"Oct. 09, 2021",3,5:00,http://ufcstats.com/fighter-details/c6aee362c7a7d482
Randy Brown,Alex Oliveira,W,SUB Rear Naked Choke,other,UFC 261: Usman vs. Masvidal 2,"Apr. 24, 2021",1,2:50,http://ufcstats.com/fighter-details/c6aee362c7a7d482
Randy Brown,Vicente Luque,L,KO/TKO Knee,ko,UFC Fight Night: Brunson vs. Shahbazyan,"Aug. 01, 2020",2,4:56,http://ufcstats.com/fighter-details/c6aee362c7a7d482
Randy Brown,Niko Price,L,KO/TKO Punch,ko,UFC Fight Night: Dos Santos vs. Ivanov,"Jul. 14, 2018",2,1:09,http://ufcstats.com/fighter-details/c6aee362c7a7d482
Randy Brown,Mickey Gall,W,U-DEC,other,UFC 217: Bisping vs. St-Pierre,"Nov. 04, 2017",3,5:00,http://ufcstats.com/fighter-details/c6aee362c7a7d482
Randy Brown,Belal Muhammad,L,U-DEC,other,UFC 208: Holm vs. De Randamie,"Feb. 11, 2017",3,5:00,http://ufcstats.com/fighter-details/c6aee362c7a7d482
Randy Brown,Brian Camozzi,W,KO/TKO Knee,ko,UFC Fight Night: Lewis vs. Abdurakhimov,"Dec. 09, 2016",2,1:25,http://ufcstats.com/fighter-details/c6aee362c7a7d482
Randy Brown,Erick Montano,W,SUB Guillotine Choke,other,UFC Fight Night: Poirier vs. Johnson,"Sep. 17, 2016",3,0:18,http://ufcstats.com/fighter-details/c6aee362c7a7d482
Randy Brown,Michael Graves,L,SUB Rear Naked Choke,other,UFC on FOX: Teixeira vs Evans,"Apr. 16, 2016",2,2:31,http://ufcstats.com/fighter-details/c6aee362c7a7d482
Randy Brown,Matt Dwyer,W,U-DEC,other,UFC on FOX: Johnson vs. Bader,"Jan. 30, 2016",3,5:00,http://ufcstats.com/fighter-details/c6aee362c7a7d482
Damien Brown,Dong Hyun Ma,L,S-DEC,other,UFC 221: Romero vs. Rockhold,"Feb. 10, 2018",3,5:00,http://ufcstats.com/fighter-details/d024ed963e8bf7ea
Damien Brown,Frank Camacho,L,S-DEC,other,UFC Fight Night: Werdum vs. Tybura,"Nov. 18, 2017",3,5:00,http://ufcstats.com/fighter-details/d024ed963e8bf7ea
Damien Brown,Vinc Pichel,L,KO/TKO Punch,ko,UFC Fight Night: Lewis vs. Hunt,"Jun. 10, 2017",1,3:37,http://ufcstats.com/fighter-details/d024ed963e8bf7ea
Damien Brown,Jon Tuck,W,S-DEC,other,UFC Fight Night: Whittaker vs. Brunson,"Nov. 26, 2016",3,5:00,http://ufcstats.com/fighter-details/d024ed963e8bf7ea
Damien Brown,Alan Patrick,L,U-DEC,other,UFC Fight Night: Hunt vs Mir,"Mar. 19, 2016",3,5:00,http://ufcstats.com/fighter-details/d024ed963e8bf7ea
TJ Brown,Darren Elkins,L,SUB Rear Naked Choke,other,UFC Fight Night: Yusuff vs. Barboza,"Oct. 14, 2023",3,2:23,http://ufcstats.com/fighter-details/d31cbcdd7d69536d
TJ Brown,Erik Silva,W,SUB Arm Triangle,other,UFC 282: Blachowicz vs. Ankalaev,"Dec. 10, 2022",3,3:41,http://ufcstats.com/fighter-details/d31cbcdd7d69536d
TJ Brown,Shayilan Nuerdanbieke,L,U-DEC,other,UFC Fight Night: Tsarukyan vs. Gamrot,"Jun. 25, 2022",3,5:00,http://ufcstats.com/fighter-details/d31cbcdd7d69536d
TJ Brown,Charles Rosa,W,U-DEC,other,UFC Fight Night: Kattar vs. Chikadze,"Jan. 15, 2022",3,5:00,http://ufcstats.com/fighter-details/d31cbcdd7d69536d
TJ Brown,Kai Kamaka,W,S-DEC,other,UFC Fight Night: Reyes vs. Prochazka,"May. 01, 2021",3,5:00,http://ufcstats.com/fighter-details/d31cbcdd7d69536d
TJ Brown,Danny Chavez,L,U-DEC,other,UFC 252: Miocic vs. Cormier 3,"Aug. 15, 2020",3,5:00,http://ufcstats.com/fighter-details/d31cbcdd7d69536d
TJ Brown,Jordan Griffin,L,SUB Guillotine Choke,other,UFC Fight Night: Benavidez vs. Figueiredo,"Feb. 29, 2020",2,3:38,http://ufcstats.com/fighter-details/d31cbcdd7d69536d
TJ Brown,Dylan Lockard,W,SUB Arm Triangle,other,DWCS 3.10,"Aug. 27, 2019",3,2:59,http://ufcstats.com/fighter-details/d31cbcdd7d69536d
Travis Browne,Aleksei Oleinik,L,SUB Rear Naked Choke,other,UFC 213: Romero vs. Whittaker,"Jul. 08, 2017",2,3:44,http://ufcstats.com/fighter-details/3236bf606fe9fa5b
Travis Browne,Derrick Lewis,L,KO/TKO Punch,ko,UFC Fight Night: Lewis vs. Browne,"Feb. 19, 2017",2,3:12,http://ufcstats.com/fighter-details/3236bf606fe9fa5b
Travis Browne,Fabricio Werdum,L,U-DEC,other,UFC 203: Miocic vs. Overeem,"Sep. 10, 2016",3,5:00,http://ufcstats.com/fighter-details/3236bf606fe9fa5b
Travis Browne,Cain Velasquez,L,KO/TKO Punches,ko,UFC 200: Tate vs Nunes,"Jul. 09, 2016",1,4:57,http://ufcstats.com/fighter-details/3236bf606fe9fa5b
Travis Browne,Matt Mitrione,W,KO/TKO Punches,ko,UFC Fight Night: Dillashaw vs Cruz,"Jan. 17, 2016",3,4:09,http://ufcstats.com/fighter-details/3236bf606fe9fa5b
Travis Browne,Brendan Schaub,W,KO/TKO Punches,ko,UFC 181: Hendricks vs Lawler II,"Dec. 06, 2014",1,4:50,http://ufcstats.com/fighter-details/3236bf606fe9fa5b
Travis Browne,Fabricio Werdum,L,U-DEC,other,UFC on FOX: Werdum vs Browne,"Apr. 19, 2014",5,5:00,http://ufcstats.com/fighter-details/3236bf606fe9fa5b
Travis Browne,Alistair Overeem,W,KO/TKO Kick,ko,UFC Fight Night: Shogun vs Sonnen,"Aug. 17, 2013",1,4:08,http://ufcstats.com/fighter-details/3236bf606fe9fa5b
Travis Browne,Gabriel Gonzaga,W,KO/TKO Elbows,ko,The Ultimate Fighter: Team Jones vs. Team Sonnen Finale,"Apr. 13, 2013",1,1:11,http://ufcstats.com/fighter-details/3236bf606fe9fa5b
Travis Browne,Antonio Silva,L,KO/TKO Punch,ko,UFC on FX: Browne vs Bigfoot,"Oct. 05, 2012",1,3:27,http://ufcstats.com/fighter-details/3236bf606fe9fa5b
Travis Browne,Chad Griggs,W,SUB Arm Triangle,other,UFC 145: Jones vs Evans,"Apr. 21, 2012",1,2:29,http://ufcstats.com/fighter-details/3236bf606fe9fa5b
Travis Browne,Stefan Struve,W,KO/TKO Punch,ko,UFC 130: Rampage vs Hamill,"May. 28, 2011",1,4:11,http://ufcstats.com/fighter-details/3236bf606fe9fa5b
Travis Browne,Cheick Kongo,D,U-DEC,other,UFC 120: Bisping vs Akiyama,"Oct. 16, 2010",3,5:00,http://ufcstats.com/fighter-details/3236bf606fe9fa5b
Travis Browne,James McSweeney,W,KO/TKO Punches,ko,The Ultimate Fighter: Team Liddell vs Team Ortiz Finale,"Jun. 19, 2010",1,4:32,http://ufcstats.com/fighter-details/3236bf606fe9fa5b
Junie Browning,Cole Miller,L,SUB Guillotine Choke,other,UFC Fight Night: Condit vs Kampmann,"Apr. 01, 2009",1,1:58,http://ufcstats.com/fighter-details/d74cba8566291bfa
Junie Browning,David Kaplan,W,SUB Armbar,other,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,"Dec. 13, 2008",2,1:32,http://ufcstats.com/fighter-details/d74cba8566291bfa
Jules Bruchez,Eliot Marshall,L,SUB Rear Naked Choke,other,The Ultimate Fighter: Team Nogueira vs. Team Mir Finale,"Dec. 13, 2008",1,1:27,http://ufcstats.com/fighter-details/d1dcd4e96464a53d
Justin Bruckmann,Georges St-Pierre,L,SUB Armbar,other,UCC 10,"Jun. 15, 2002",1,3:23,http://ufcstats.com/fighter-details/5f8e00c27b7e7410
Cody Brundage,Donte Johnson,L,S-DEC,other,UFC 326: Holloway vs. Oliveira 2,"Mar. 07, 2026",3,5:00,http://ufcstats.com/fighter-details/f14f644d41ade29f
Cody Brundage,Cam Rowston,L,KO/TKO Punches,ko,UFC 325: Volkanovski vs. Lopes 2,"Jan. 31, 2026",2,4:08,http://ufcstats.com/fighter-details/f14f644d41ade29f
Cody Brundage,Eric McConico,L,S-DEC,other,UFC Fight Night: Dolidze vs. Hernandez,"Aug. 09, 2025",3,5:00,http://ufcstats.com/fighter-details/f14f644d41ade29f
Cody Brundage,Julian Marquez,W,KO/TKO Punches,ko,UFC Fight Night: Kape vs. Almabayev,"Mar. 01, 2025",1,4:45,http://ufcstats.com/fighter-details/f14f644d41ade29f
Cody Brundage,Bo Nickal,L,SUB Rear Naked Choke,other,UFC 300: Pereira vs. Hill,"Apr. 13, 2024",2,3:38,http://ufcstats.com/fighter-details/f14f644d41ade29f
Cody Brundage,Zach Reese,W,KO/TKO Slam,ko,UFC Fight Night: Dariush vs. Tsarukyan,"Dec. 02, 2023",1,1:49,http://ufcstats.com/fighter-details/f14f644d41ade29f
Cody Brundage,Jacob Malkoun,W,DQ,other,UFC Fight Night: Fiziev vs. Gamrot,"Sep. 23, 2023",1,4:15,http://ufcstats.com/fighter-details/f14f644d41ade29f
Cody Brundage,Sedriques Dumas,L,U-DEC,other,UFC Fight Night: Emmett vs. Topuria,"Jun. 24, 2023",3,5:00,http://ufcstats.com/fighter-details/f14f644d41ade29f
Cody Brundage,Rodolfo Vieira,L,SUB Arm Triangle,other,UFC Fight Night: Song vs. Simon,"Apr. 29, 2023",2,1:28,http://ufcstats.com/fighter-details/f14f644d41ade29f
Cody Brundage,Michal Oleksiejczuk,L,KO/TKO Punch,ko,UFC Fight Night: Cannonier vs. Strickland,"Dec. 17, 2022",1,3:16,http://ufcstats.com/fighter-details/f14f644d41ade29f
Cody Brundage,Tresean Gore,W,KO/TKO Punch,ko,UFC Fight Night: Dos Anjos vs. Fiziev,"Jul. 09, 2022",1,3:50,http://ufcstats.com/fighter-details/f14f644d41ade29f
Cody Brundage,Dalcha Lungiambula,W,SUB Guillotine Choke,other,UFC Fight Night: Santos vs. Ankalaev,"Mar. 12, 2022",1,3:41,http://ufcstats.com/fighter-details/f14f644d41ade29f
Cody Brundage,Nick Maximov,L,U-DEC,other,UFC 266: Volkanovski vs. Ortega,"Sep. 25, 2021",3,5:00,http://ufcstats.com/fighter-details/f14f644d41ade29f
Cody Brundage,William Knight,L,KO/TKO Elbows,ko,DWCS 4.5,"Sep. 01, 2020",1,2:23,http://ufcstats.com/fighter-details/f14f644d41ade29f
Steve Bruno,Matthew Riddle,L,U-DEC,other,UFC Fight Night: Lauzon vs Stephens,"Feb. 07, 2009",3,5:00,http://ufcstats.com/fighter-details/2f3f12002564bb55
Steve Bruno,Johnny Rees,W,SUB Rear Naked Choke,other,UFC Fight Night - Fight for the Troops,"Dec. 10, 2008",2,3:44,http://ufcstats.com/fighter-details/2f3f12002564bb55
Steve Bruno,Chris Wilson,L,U-DEC,other,UFC 87: Seek And Destroy,"Aug. 09, 2008",3,5:00,http://ufcstats.com/fighter-details/2f3f12002564bb55
Fernando Bruno,Gray Maynard,L,U-DEC,other,The Ultimate Fighter: Team Joanna vs. Team Cláudia Finale,"Jul. 08, 2016",3,5:00,http://ufcstats.com/fighter-details/b8c0f30ee9a98b69
Fernando Bruno,Glaico Franca Moreira,L,SUB Rear Naked Choke,other,UFC 190: Rousey vs Correia,"Aug. 01, 2015",3,4:46,http://ufcstats.com/fighter-details/b8c0f30ee9a98b69
Derek Brunson,Dricus Du Plessis,L,KO/TKO Punches,ko,UFC 285: Jones vs. Gane,"Mar. 04, 2023",2,4:59,http://ufcstats.com/fighter-details/b1a3e0aca758b322
Derek Brunson,Jared Cannonier,L,KO/TKO Elbows,ko,UFC 271: Adesanya vs. Whittaker 2,"Feb. 12, 2022",2,4:29,http://ufcstats.com/fighter-details/b1a3e0aca758b322
Derek Brunson,Darren Till,W,SUB Rear Naked Choke,other,UFC Fight Night: Brunson vs. Till,"Sep. 04, 2021",3,2:13,http://ufcstats.com/fighter-details/b1a3e0aca758b322
Derek Brunson,Kevin Holland,W,U-DEC,other,UFC Fight Night: Brunson vs. Holland,"Mar. 20, 2021",5,5:00,http://ufcstats.com/fighter-details/b1a3e0aca758b322
Derek Brunson,Edmen Shahbazyan,W,KO/TKO Punches,ko,UFC Fight Night: Brunson vs. Shahbazyan,"Aug. 01, 2020",3,0:26,http://ufcstats.com/fighter-details/b1a3e0aca758b322
Derek Brunson,Ian Heinisch,W,U-DEC,other,UFC 241: Cormier vs. Miocic 2,"Aug. 17, 2019",3,5:00,http://ufcstats.com/fighter-details/b1a3e0aca758b322
Derek Brunson,Elias Theodorou,W,U-DEC,other,UFC Fight Night: Iaquinta vs. Cowboy,"May. 04, 2019",3,5:00,http://ufcstats.com/fighter-details/b1a3e0aca758b322
Derek Brunson,Jacare Souza,L,KO/TKO Kick,ko,UFC Fight Night: Jacare vs. Brunson 2,"Jan. 27, 2018",1,3:50,http://ufcstats.com/fighter-details/b1a3e0aca758b322
Derek Brunson,Lyoto Machida,W,KO/TKO Punch,ko,UFC Fight Night: Brunson vs. Machida,"Oct. 28, 2017",1,2:30,http://ufcstats.com/fighter-details/b1a3e0aca758b322
Derek Brunson,Daniel Kelly,W,KO/TKO Punch,ko,UFC Fight Night: Lewis vs. Hunt,"Jun. 10, 2017",1,1:16,http://ufcstats.com/fighter-details/b1a3e0aca758b322
